club,review_id,rating,text,review_url,club_rating,club_reviews_total,date,text_length,pred_вход_фейсконтроль_охрана,pred_музыка_звук,pred_персонал_сервис,pred_бар_еда,pred_помещение_комфорт,pred_цены_финвопросы,pred_платный_вход,pred_безопасность_кражи,pred_контингент,pred_прочее
Микс Afterparty,Ci9DQUlRQUNvZENodHljRjlvT2xkS01sSXROVVV3UTNGbFlUaHhXbXBMYm14TFEwRRAB,5,"Очень классное место! Высший сервис ,музыка и еда❤️",https://www.google.com/maps/reviews/data=!4m8!14m7!1m6!2m5!1sCi9DQUlRQUNvZENodHljRjlvT2xkS01sSXROVVV3UTNGbFlUaHhXbXBMYm14TFEwRRAB!2m1!1s0x0:0xe8425a43be3b09a9!3m1!1s2@1:CAIQACodChtycF9oOldKMlItNUUwQ3FlYThxWmpLbmxLQ0E%7C%7C?hl=ru,4.5,69,2026-03-21 22:21:12+00:00,51,0,0,0,0,0,0,0,0,0,0
Микс Afterparty,Ci9DQUlRQUNvZENodHljRjlvT25OVFFtZHRiazlCTFRsSlpGcEJXRjk2VTJSSmVGRRAB,5,"Прекрасное место , диджеи великолепны , приду и не раз 💕",https://www.google.com/maps/reviews/data=!4m8!14m7!1m6!2m5!1sCi9DQUlRQUNvZENodHljRjlvT25OVFFtZHRiazlCTFRsSlpGcEJXRjk2VTJSSmVGRRAB!2m1!1s0x0:0xe8425a43be3b09a9!3m1!1s2@1:CAIQACodChtycF9oOnNTQmdtbk9BLTlJZFpBWF96U2RJeFE%7C%7C?hl=ru,4.5,69,2026-03-21 22:20:11+00:00,56,0,0,0,0,0,0,0,0,0,0
Микс Afterparty,Ci9DQUlRQUNvZENodHljRjlvT2pKNWRrZHNYMDB4VGtaR1VHdE1NRjlEZVZNMFVIYxAB,5,"Понравилось все! Классная музыка, приятный персонал и очень вкусные ролл. Очень рекомендую это место к посещению 😊",https://www.google.com/maps/reviews/data=!4m8!14m7!1m6!2m5!1sCi9DQUlRQUNvZENodHljRjlvT2pKNWRrZHNYMDB4VGtaR1VHdE1NRjlEZVZNMFVIYxAB!2m1!1s0x0:0xe8425a43be3b09a9!3m1!1s2@1:CAIQACodChtycF9oOjJ5dkdsX00xTkZGUGtMMF9DeVM0UHc%7C%7C?hl=ru,4.5,69,2026-03-21 22:18:50+00:00,114,0,0,0,0,0,0,0,0,0,0
Микс Afterparty,Ci9DQUlRQUNvZENodHljRjlvT21sU0xTMUdObEZDUm1sclVYZGlhM0JPYmpkR1YxRRAB,5,"Все супер! Персонал очень приятный, улыбчивый. Коктейли качественные, еда всегда на высоте! Место само красивое и очень эстетичное. Музыка радует, хочется танцевать и веселиться, рекомендую, одно из любимых мест в Москве❤️",https://www.google.com/maps/reviews/data=!4m8!14m7!1m6!2m5!1sCi9DQUlRQUNvZENodHljRjlvT21sU0xTMUdObEZDUm1sclVYZGlhM0JPYmpkR1YxRRAB!2m1!1s0x0:0xe8425a43be3b09a9!3m1!1s2@1:CAIQACodChtycF9oOmlSLS1GNlFCRmlrUXdia3BObjdGV1E%7C%7C?hl=ru,4.5,69,2026-03-21 21:05:52+00:00,222,0,0,0,0,0,0,0,0,0,0
Микс Afterparty,Ci9DQUlRQUNvZENodHljRjlvT20xM01HOU9WbEZMUVVONVNIcGhlbk5DVW1Ka1UwRRAB,5,"Каждые выходные посещаю данное заведение, музыка всегда новая , ребята на быре профессионалы своего дела. Всем рекомендую",https://www.google.com/maps/reviews/data=!4m8!14m7!1m6!2m5!1sCi9DQUlRQUNvZENodHljRjlvT20xM01HOU9WbEZMUVVONVNIcGhlbk5DVW1Ka1UwRRAB!2m1!1s0x0:0xe8425a43be3b09a9!3m1!1s2@1:CAIQACodChtycF9oOm13MG9OVlFLQUN5SHphenNCUmJkU0E%7C%7C?hl=ru,4.5,69,2026-03-21 00:49:23+00:00,121,0,0,0,0,0,0,0,0,0,0
Микс Afterparty,Ci9DQUlRQUNvZENodHljRjlvT25SYVZsODJiM0Z0ZUhGWGJHVXpUamhpV2t0M1JFRRAB,5,"Место манит своей атмосферой. Музыка, люди- всё на достойном уровне. Однозначно рекомендую",https://www.google.com/maps/reviews/data=!4m8!14m7!1m6!2m5!1sCi9DQUlRQUNvZENodHljRjlvT25SYVZsODJiM0Z0ZUhGWGJHVXpUamhpV2t0M1JFRRAB!2m1!1s0x0:0xe8425a43be3b09a9!3m1!1s2@1:CAIQACodChtycF9oOnRaVl82b3FteHFXbGUzTjhiWkt3REE%7C%7C?hl=ru,4.5,69,2026-03-20 22:00:07+00:00,90,0,0,0,0,0,0,0,0,0,0
Микс Afterparty,Ci9DQUlRQUNvZENodHljRjlvT2tSNlMwMWpiM2t4TWtwSU5FMU9iV2xwUmt3elluYxAB,4,"Атмосфера в Миксе интересная, музыка на высоте, привозы крутые! Жаль, что закрыли один из залов",https://www.google.com/maps/reviews/data=!4m8!14m7!1m6!2m5!1sCi9DQUlRQUNvZENodHljRjlvT2tSNlMwMWpiM2t4TWtwSU5FMU9iV2xwUmt3elluYxAB!2m1!1s0x0:0xe8425a43be3b09a9!3m1!1s2@1:CAIQACodChtycF9oOkR6S01jb3kxMkpINE1ObWlpRkwzYnc%7C%7C?hl=ru,4.5,69,2026-03-20 21:55:04+00:00,95,0,0,0,0,1,0,0,0,0,0
Микс Afterparty,Ci9DQUlRQUNvZENodHljRjlvT21oTlV6ZG5TR0paY0ZwSVVXWTFWMmhwVEdaU2IxRRAB,5,"Чудесный и очень комфортный во всех смыслах клуб с офигенной музыкой! Красивая публика, вежливая охрана, два этажа на выбор для отдыха. Очень люблю это место!",https://www.google.com/maps/reviews/data=!4m8!14m7!1m6!2m5!1sCi9DQUlRQUNvZENodHljRjlvT21oTlV6ZG5TR0paY0ZwSVVXWTFWMmhwVEdaU2IxRRAB!2m1!1s0x0:0xe8425a43be3b09a9!3m1!1s2@1:CAIQACodChtycF9oOmhNUzdnSGJZcFpIUWY1V2hpTGZSb1E%7C%7C?hl=ru,4.5,69,2026-03-20 16:20:40+00:00,158,0,0,0,0,0,0,0,0,0,0
Микс Afterparty,Ci9DQUlRQUNvZENodHljRjlvT25wbWFHeDFZVVl0YURaamFrMU9XRVowWDJwUmQwRRAB,5,"Лучший клуб столицы! Музыка, атмосфера и персонал однозначно на высоком уровне. Место, куда хочется возвращаться неоднократно.",https://www.google.com/maps/reviews/data=!4m8!14m7!1m6!2m5!1sCi9DQUlRQUNvZENodHljRjlvT25wbWFHeDFZVVl0YURaamFrMU9XRVowWDJwUmQwRRAB!2m1!1s0x0:0xe8425a43be3b09a9!3m1!1s2@1:CAIQACodChtycF9oOnpmaGx1YUYtaDZjak1OWEZ0X2pRd0E%7C%7C?hl=ru,4.5,69,2026-03-20 12:54:29+00:00,126,0,0,0,0,0,0,0,0,0,0
Микс Afterparty,Ci9DQUlRQUNvZENodHljRjlvT2xrd1ptczVkelpDZUZacFpISjBjbkZMWkdabVIyYxAB,5,👍❤️,https://www.google.com/maps/reviews/data=!4m8!14m7!1m6!2m5!1sCi9DQUlRQUNvZENodHljRjlvT2xrd1ptczVkelpDZUZacFpISjBjbkZMWkdabVIyYxAB!2m1!1s0x0:0xe8425a43be3b09a9!3m1!1s2@1:CAIQACodChtycF9oOlkwZms5dzZCeFZpZHJ0cnFLZGZmR2c%7C%7C?hl=ru,4.5,69,2026-03-09 02:47:34+00:00,3,0,0,0,0,0,0,0,0,0,0
Микс Afterparty,Ci9DQUlRQUNvZENodHljRjlvT2kwME1WWTFSMUZXVkU1bFFWUXhWVEZaWkhaRE5WRRAB,5,"Отличное заведение, вкусные коктейли, крутая музыка. Все на высшем уровне",https://www.google.com/maps/reviews/data=!4m8!14m7!1m6!2m5!1sCi9DQUlRQUNvZENodHljRjlvT2kwME1WWTFSMUZXVkU1bFFWUXhWVEZaWkhaRE5WRRAB!2m1!1s0x0:0xe8425a43be3b09a9!3m1!1s2@1:CAIQACodChtycF9oOi00MVY1R1FWVE5lQVQxVTFZZHZDNVE%7C%7C?hl=ru,4.5,69,2026-03-01 00:19:41+00:00,73,0,0,0,0,0,0,0,0,0,0
Микс Afterparty,Ci9DQUlRQUNvZENodHljRjlvT205SFpYZExSV3Q1YmtaNldqQkxOWEZ4T1ZsVGJuYxAB,5,"Очень нравится это место, каждый раз ходим с подругами, вкусно очень и коктейли супер",https://www.google.com/maps/reviews/data=!4m8!14m7!1m6!2m5!1sCi9DQUlRQUNvZENodHljRjlvT205SFpYZExSV3Q1YmtaNldqQkxOWEZ4T1ZsVGJuYxAB!2m1!1s0x0:0xe8425a43be3b09a9!3m1!1s2@1:CAIQACodChtycF9oOm9HZXdLRWt5bkZ6WjBLNXFxOVlTbnc%7C%7C?hl=ru,4.5,69,2026-03-01 00:17:39+00:00,85,0,0,0,0,0,0,0,0,0,0
Микс Afterparty,Ci9DQUlRQUNvZENodHljRjlvT25CdFduZzFiVFZPVTJSUmEzbERTSGxOZDJGTFoxRRAB,1,"Поскольку я была одна меня не пустили с комментарием, что им нужны девушки, разводящие мужчин на напитки и тд. Я вполне прилично выгляжу и могу себе купить бутылку Моет или Клико (не знаю что у них по алко и какие kpi, больше не пойду, неприятно, дешево и тд",https://www.google.com/maps/reviews/data=!4m8!14m7!1m6!2m5!1sCi9DQUlRQUNvZENodHljRjlvT25CdFduZzFiVFZPVTJSUmEzbERTSGxOZDJGTFoxRRAB!2m1!1s0x0:0xe8425a43be3b09a9!3m1!1s2@1:CAIQACodChtycF9oOnBtWng1bTVOU2RRa3lDSHlNd2FLZ1E%7C%7C?hl=ru,4.5,69,2026-02-14 05:12:16+00:00,258,1,0,0,0,0,0,0,0,0,0
Микс Afterparty,Ci9DQUlRQUNvZENodHljRjlvT2xGb056ZHhjMjlIYWtScWFuWm9jRVo2WVdwaWRtYxAB,1,"Ходили ровно год сюда. Писали восторженные отзывы. 27.12.25 ночь субботы после корпоратива заехали в микс, нас пустили и !!! через 5 мин охранник вывел нас . Хотите испортить себе настроение или праздник все микс всем не спать )))) Ни ногой! Бойкот. 2025 год спасибо что заблокировал двери микса навсегда для всех ))) исполнено",https://www.google.com/maps/reviews/data=!4m8!14m7!1m6!2m5!1sCi9DQUlRQUNvZENodHljRjlvT2xGb056ZHhjMjlIYWtScWFuWm9jRVo2WVdwaWRtYxAB!2m1!1s0x0:0xe8425a43be3b09a9!3m1!1s2@1:CAIQACodChtycF9oOlFoNzdxc29HakRqanZocEZ6YWpidmc%7C%7C?hl=ru,4.5,69,2025-12-29 05:48:16+00:00,327,1,0,0,0,0,0,0,0,0,0
Микс Afterparty,Ci9DQUlRQUNvZENodHljRjlvT2tKYVUwTkdVblZhUVRkWFkzTjRlbkU1VVV4VFYzYxAB,5,"Отличный клуб, были с подругой, вход бесплатный и даже дали карту постоянного гостя, где каждый вых можно тратить 3000, можно даже на еду, что приятно удивило! так на три коктейля за счет заведения и пару коктейлей от парней, было приятным бонусом. Диджеи были шикарные в догонку к коктейлям.",https://www.google.com/maps/reviews/data=!4m8!14m7!1m6!2m5!1sCi9DQUlRQUNvZENodHljRjlvT2tKYVUwTkdVblZhUVRkWFkzTjRlbkU1VVV4VFYzYxAB!2m1!1s0x0:0xe8425a43be3b09a9!3m1!1s2@1:CAIQACodChtycF9oOkJaU0NGUnVaQTdXY3N4enE5UUxTV3c%7C%7C?hl=ru,4.5,69,2025-10-28 11:32:52+00:00,292,0,0,0,0,0,0,0,0,0,0
Микс Afterparty,Ci9DQUlRQUNvZENodHljRjlvT25wQk4zWjNhRVpSY0VWZlJFRjRWbkpWYVRKWFVVRRAB,5,Все супер всегда отдыхаю . Персонал приветливый особенно менеджер Кристина всегда угощает очень приветливая,https://www.google.com/maps/reviews/data=!4m8!14m7!1m6!2m5!1sCi9DQUlRQUNvZENodHljRjlvT25wQk4zWjNhRVpSY0VWZlJFRjRWbkpWYVRKWFVVRRAB!2m1!1s0x0:0xe8425a43be3b09a9!3m1!1s2@1:CAIQACodChtycF9oOnpBN3Z3aEZRcEVfREF4VnJVaTJXUUE%7C%7C?hl=ru,4.5,69,2025-09-30 04:18:29+00:00,107,0,0,0,0,0,0,0,0,0,0
Микс Afterparty,ChdDSUhNMG9nS0VJQ0FnTURnOXQtejNBRRAB,4,"В ноябре 2024 года выдвинулись с товарищем в ночной клуб микс Afterparty на Маяковской в Москве .Приехали в 23:30.Фейс контрольщик  окинул нас взглядом снизу вверх и мы прошли в клуб .До 12 ночи вход бесплатный ,после 1тр .Были до 2 часов ночи.Я подвигался 1 -1:30часа на танцполе .Очень много охраны ,которая присутствует везде .Помимо танцпола ,есть несколько других помещений.Охранник постоянно присутствует у туалетов ,что наводит на определенные мысли .Стол стоит 30 тр ,чай 400 ,кофе 350 .У многих посетителей были шары ,они стоят по 1 тр.Музыка играла электронная с добавлением битов .Треки каждые 30 секунд не меняли ,два трека в один не сводили  как в некоторых других клубах .Это хорошо .Народа было по среднему ,мужчин больше 60 на 40 примерно .Процентов 70 из девушек и женщин были не одни .Публика танцевала в основном не энергично ,эмоционально не вовлеченно в происходящее ,за исключением пары человек .Когда я выходил из клуба ,то мне показалось ,что 2:30 часа играл один трек .На мой взгляд, ставить только одно направление музыки не вариант .Нужно ставить разные направления музыки (русская попса ,евро Дэнс ,мировые хиты ,хип -хоп ,электронная начиная с1990 до 2024 года ).Покрытие в клубе исключает танцевальный стиль шафл ,движения связанные со скольжением подошвы по полу .Ковер на танцполе  ,на мой взгляд,не вписывается в общую концепцию дизайна клуба ,также танцевать на ковре не совсем удобно.Писали ,что есть танцовщицы go go .Но их не было .Когда нет танцовщиц скучновато .Особенно если мало кто энергично двигается на танцполе .Эротические шоу не проводятся .Почему -то большинство клубов от этого отказались .Будто много вариантов как развлечь публику в ночном клубе .Между менеджерами клубов и посетителями нет обратной связи по музыке .Здесь просматривается некая ультимативная форма взаимодействия:вот есть такая музыка для вас ,а нравится,не нравится -ваши проблемы .Правда такой подход к бизнесу и рыночной экономике не имеет отношения.Бизнес ,рыночная экономика-это ориентация на клиентов ,а не самих себя ,свои идеи ,фантазии ,представления.С моей точки зрения ,музыку хотя бы частично должны определять посетители.Кто пришел в клуб ,могут зайти в группы в соцсетях и написать несколько треков ,которые хотели бы услышать.Это обеспечит  большую эмоциональную вовлеченность посетителей клуба в происходящее .Энергичнее и больше будут танцевать .Было бы интересно,если бы в ночных клубах были большие мониторы и посредством этих мониторов ночные клубы из разных городов и стран иногда между собой взаимодействовали в прямом эфире .Это также увеличит интерес к происходящему .Для клубов это взаимная реклама .Если для клуба дорого оплачивать танцовщиц ,то 2-3 клуба могут привезти их из другого города ,где цены ниже .

Таким образом ,эмоциональную вовлеченность публики в события происходящие в клубах можно увеличить:
1) установлением обратной связи между посетителями и менеджерами клубов ,диджеями на счет того какая музыка должна играть .

2) танцовщицы (танцоры )

3) эротические шоу

4) телемосты в прямом эфире между ночными клубами разных городов и стран

P.s. Написаное мной- является моим частным мнением ,которое сформировано на основе дефецита полной ,достоверной информации о людях ,клубах ,общественных процессах ,и всем том ,что нас окружает ,в рамках моих фантазий о всем происходящем .Кто дочитал и не уснул ,тот молодец )👍.",https://www.google.com/maps/reviews/data=!4m8!14m7!1m6!2m5!1sChdDSUhNMG9nS0VJQ0FnTURnOXQtejNBRRAB!2m1!1s0x0:0xe8425a43be3b09a9!3m1!1s2@1:CIHM0ogKEICAgMDg9t-z3AE%7C%7C?hl=ru,4.5,69,2025-02-24 17:31:29+00:00,3376,0,1,0,0,1,0,0,0,0,1
Микс Afterparty,ChdDSUhNMG9nS0VJQ0FnSURYbHZUUTlnRRAB,3,Оделась в «Армани» и не пустили в этот клуб. Зато эскортниц  впускают. Потрачено время и на такси в обе стороны,https://www.google.com/maps/reviews/data=!4m8!14m7!1m6!2m5!1sChdDSUhNMG9nS0VJQ0FnSURYbHZUUTlnRRAB!2m1!1s0x0:0xe8425a43be3b09a9!3m1!1s2@1:CIHM0ogKEICAgIDXlvTQ9gE%7C%7C?hl=ru,4.5,69,2024-10-26 23:10:55+00:00,111,1,0,0,0,0,0,0,0,0,0
Микс Afterparty,ChZDSUhNMG9nS0VJQ0FnSUM3ejhISFF3EAE,5,"Позитивное место, ненавязчивая охрана, да и публика норм)",https://www.google.com/maps/reviews/data=!4m8!14m7!1m6!2m5!1sChZDSUhNMG9nS0VJQ0FnSUM3ejhISFF3EAE!2m1!1s0x0:0xe8425a43be3b09a9!3m1!1s2@1:CIHM0ogKEICAgIC7z8HHQw%7C%7C?hl=ru,4.5,69,2024-08-19 08:41:46+00:00,57,0,0,0,0,0,0,0,0,0,0
Микс Afterparty,ChZDSUhNMG9nS0VJQ0FnSUR0NnEzUE9BEAE,5,"Любимый клуб в москве, поздравляю вас с 10ем...процветания ❤️🙏",https://www.google.com/maps/reviews/data=!4m8!14m7!1m6!2m5!1sChZDSUhNMG9nS0VJQ0FnSUR0NnEzUE9BEAE!2m1!1s0x0:0xe8425a43be3b09a9!3m1!1s2@1:CIHM0ogKEICAgIDt6q3POA%7C%7C?hl=ru,4.5,69,2024-02-03 21:45:36+00:00,62,0,0,0,0,0,0,0,0,0,0
Микс Afterparty,ChdDSUhNMG9nS0VJQ0FnSUR0MUxfb3NRRRAB,5,"Отличное заведение, если хотите хорошо отдохнуть, то это именно то заведение. Шикарная музыка и атмосфера в принципе. Бармены и официанты веселые и жизнерадостные на позитиве, поднимут настроение и качественно обслужат. О заведении осталось положительное впечатление, советую.",https://www.google.com/maps/reviews/data=!4m8!14m7!1m6!2m5!1sChdDSUhNMG9nS0VJQ0FnSUR0MUxfb3NRRRAB!2m1!1s0x0:0xe8425a43be3b09a9!3m1!1s2@1:CIHM0ogKEICAgIDt1L_osQE%7C%7C?hl=ru,4.5,69,2024-02-02 19:34:16+00:00,276,0,0,0,0,0,0,0,0,0,0
Микс Afterparty,ChdDSUhNMG9nS0VJQ0FnSUROeVp2MTZBRRAB,5,В эти выходные посетила с друзьями клуб Микс! Очень крутое заведение! Всем советую!,https://www.google.com/maps/reviews/data=!4m8!14m7!1m6!2m5!1sChdDSUhNMG9nS0VJQ0FnSUROeVp2MTZBRRAB!2m1!1s0x0:0xe8425a43be3b09a9!3m1!1s2@1:CIHM0ogKEICAgIDNyZv16AE%7C%7C?hl=ru,4.5,69,2024-01-23 17:11:21+00:00,83,0,0,0,0,0,0,0,0,0,0
Микс Afterparty,ChdDSUhNMG9nS0VJQ0FnSUNscGNyazZ3RRAB,5,Always enjoy here and have a great time.  Always an interesting atmosphere,https://www.google.com/maps/reviews/data=!4m8!14m7!1m6!2m5!1sChdDSUhNMG9nS0VJQ0FnSUNscGNyazZ3RRAB!2m1!1s0x0:0xe8425a43be3b09a9!3m1!1s2@1:CIHM0ogKEICAgIClpcrk6wE%7C%7C?hl=ru,4.5,69,2023-11-22 23:13:31+00:00,74,0,0,0,0,0,0,0,0,0,0
Микс Afterparty,ChZDSUhNMG9nS0VJQ0FnSUNsLWRuX1ZnEAE,5,"Здесь все потрясающе: и атмосфера, и напитки, и специальные цены.  Отличный клуб",https://www.google.com/maps/reviews/data=!4m8!14m7!1m6!2m5!1sChZDSUhNMG9nS0VJQ0FnSUNsLWRuX1ZnEAE!2m1!1s0x0:0xe8425a43be3b09a9!3m1!1s2@1:CIHM0ogKEICAgICl-dn_Vg%7C%7C?hl=ru,4.5,69,2023-11-22 13:01:47+00:00,80,0,0,0,0,0,0,0,0,0,0
Микс Afterparty,ChZDSUhNMG9nS0VJQ0FnSURGNjlyRFJ3EAE,5,"Не перестану восхищаться этим местом, на сколько высокий и качественный сервис! Еда очень вкусная и свежая, готов туда ходить на завтрак, обед и ужин😅 А благодаря атмосфере разных тематических вечеринок постоянный азарт, посещать это место снова и снова! Открывать для себя что то новое и знакомится с замечательными и красивыми людьми:)",https://www.google.com/maps/reviews/data=!4m8!14m7!1m6!2m5!1sChZDSUhNMG9nS0VJQ0FnSURGNjlyRFJ3EAE!2m1!1s0x0:0xe8425a43be3b09a9!3m1!1s2@1:CIHM0ogKEICAgIDF69rDRw%7C%7C?hl=ru,4.5,69,2023-11-10 09:30:35+00:00,337,0,0,0,0,0,0,0,0,0,0
Микс Afterparty,ChdDSUhNMG9nS0VJQ0FnSUNGNGZlQXBnRRAB,5,"Мне все очень понравилось.
Лучший клуб",https://www.google.com/maps/reviews/data=!4m8!14m7!1m6!2m5!1sChdDSUhNMG9nS0VJQ0FnSUNGNGZlQXBnRRAB!2m1!1s0x0:0xe8425a43be3b09a9!3m1!1s2@1:CIHM0ogKEICAgICF4feApgE%7C%7C?hl=ru,4.5,69,2023-10-28 15:37:17+00:00,38,0,0,0,0,0,0,0,0,0,0
Микс Afterparty,ChdDSUhNMG9nS0VJQ0FnSUQ1c3BySnBnRRAB,5,"Лучшее заведение в Москве , где можно на выходных реально отдыхать, всем советую , приезжайте !)))",https://www.google.com/maps/reviews/data=!4m8!14m7!1m6!2m5!1sChdDSUhNMG9nS0VJQ0FnSUQ1c3BySnBnRRAB!2m1!1s0x0:0xe8425a43be3b09a9!3m1!1s2@1:CIHM0ogKEICAgID5sprJpgE%7C%7C?hl=ru,4.5,69,2023-10-22 02:43:14+00:00,98,0,0,0,0,0,0,0,0,0,0
Микс Afterparty,ChdDSUhNMG9nS0VJQ0FnSUQ1c3NMYnBRRRAB,5,лучший клуб в мире!!,https://www.google.com/maps/reviews/data=!4m8!14m7!1m6!2m5!1sChdDSUhNMG9nS0VJQ0FnSUQ1c3NMYnBRRRAB!2m1!1s0x0:0xe8425a43be3b09a9!3m1!1s2@1:CIHM0ogKEICAgID5ssLbpQE%7C%7C?hl=ru,4.5,69,2023-10-22 02:17:16+00:00,20,0,0,0,0,0,0,0,0,0,0
Микс Afterparty,ChZDSUhNMG9nS0VJQ0FnSUQ1a3IzTWFREAE,5,"Лучшее афтэпати, музыка класс, публика порадовала! :)рекомендую",https://www.google.com/maps/reviews/data=!4m8!14m7!1m6!2m5!1sChZDSUhNMG9nS0VJQ0FnSUQ1a3IzTWFREAE!2m1!1s0x0:0xe8425a43be3b09a9!3m1!1s2@1:CIHM0ogKEICAgID5kr3MaQ%7C%7C?hl=ru,4.5,69,2023-10-21 19:05:36+00:00,63,0,0,0,0,0,0,0,0,0,0
Микс Afterparty,ChZDSUhNMG9nS0VJQ0FnSUM1MFpuX1lBEAE,5,"Голд панда форевер!
Не спать, не спать, всем в микс!
Отдых на высшем уровне",https://www.google.com/maps/reviews/data=!4m8!14m7!1m6!2m5!1sChZDSUhNMG9nS0VJQ0FnSUM1MFpuX1lBEAE!2m1!1s0x0:0xe8425a43be3b09a9!3m1!1s2@1:CIHM0ogKEICAgIC50Zn_YA%7C%7C?hl=ru,4.5,69,2023-10-15 00:23:50+00:00,75,0,0,0,0,0,0,0,0,0,0
Микс Afterparty,ChZDSUhNMG9nS0VJQ0FnSURSOFBlTVRREAE,1,"Клоповник и наркопритон. Охрана конченное быдло. Девушке в клубе стало плохо, а вместо того, чтобы вызвать скорую, они вынесли её на улицу и бросили на землю, вчетвером. Никто не вступился за неё. Наркопритон в самом центре Москвы.",https://www.google.com/maps/reviews/data=!4m8!14m7!1m6!2m5!1sChZDSUhNMG9nS0VJQ0FnSURSOFBlTVRREAE!2m1!1s0x0:0xe8425a43be3b09a9!3m1!1s2@1:CIHM0ogKEICAgIDR8PeMTQ%7C%7C?hl=ru,4.5,69,2023-04-16 08:30:00+00:00,231,1,0,0,0,0,0,0,1,0,0
Микс Afterparty,ChdDSUhNMG9nS0VJQ0FnSURtbHFYZDd3RRAB,5,Музыка Топ. Техно качает!!! Если любите электронную музыку советую заехать!,https://www.google.com/maps/reviews/data=!4m8!14m7!1m6!2m5!1sChdDSUhNMG9nS0VJQ0FnSURtbHFYZDd3RRAB!2m1!1s0x0:0xe8425a43be3b09a9!3m1!1s2@1:CIHM0ogKEICAgIDmlqXd7wE%7C%7C?hl=ru,4.5,69,2022-01-27 12:41:45+00:00,75,0,0,0,0,0,0,0,0,0,0
Микс Afterparty,ChZDSUhNMG9nS0VJQ0FnSURtMXZIVE13EAE,5,"Лучшее афтэпати, музыка класс, публика порадовала! :)",https://www.google.com/maps/reviews/data=!4m8!14m7!1m6!2m5!1sChZDSUhNMG9nS0VJQ0FnSURtMXZIVE13EAE!2m1!1s0x0:0xe8425a43be3b09a9!3m1!1s2@1:CIHM0ogKEICAgIDm1vHTMw%7C%7C?hl=ru,4.5,69,2022-01-27 16:56:24+00:00,53,0,0,0,0,0,0,0,0,0,0
Микс Afterparty,ChdDSUhNMG9nS0VJQ0FnSURtbHVYcDNRRRAB,5,Очень достойное место. Если вы хотите послушать качественную музыку и от души потанцевать то вам точно сюда. Чумовой  дизайн и вкусная кухня ещё один плюс этого заведения. Проверено лично,https://www.google.com/maps/reviews/data=!4m8!14m7!1m6!2m5!1sChdDSUhNMG9nS0VJQ0FnSURtbHVYcDNRRRAB!2m1!1s0x0:0xe8425a43be3b09a9!3m1!1s2@1:CIHM0ogKEICAgIDmluXp3QE%7C%7C?hl=ru,4.5,69,2022-01-27 12:43:42+00:00,187,0,0,0,0,0,0,0,0,0,0
Микс Afterparty,ChZDSUhNMG9nS0VJQ0FnSURtLXRQb0R3EAE,5,"Атмосферный, стильный клуб, в котором играет шикарная музыка! Отзывчивый персонал, вкусная кухня и отличный бар!",https://www.google.com/maps/reviews/data=!4m8!14m7!1m6!2m5!1sChZDSUhNMG9nS0VJQ0FnSURtLXRQb0R3EAE!2m1!1s0x0:0xe8425a43be3b09a9!3m1!1s2@1:CIHM0ogKEICAgIDm-tPoDw%7C%7C?hl=ru,4.5,69,2022-01-26 09:46:50+00:00,112,0,0,0,0,0,0,0,0,0,0
Микс Afterparty,ChZDSUhNMG9nS0VJQ0FnSURtLXU2RFN3EAE,5,"Были с друзьями в субботу. Отличное место с хорошей музыкой, интересным интерьером и доступными ценами (что приятно удивило). Вернёмся ещё. И вам рекомендуем сходить.",https://www.google.com/maps/reviews/data=!4m8!14m7!1m6!2m5!1sChZDSUhNMG9nS0VJQ0FnSURtLXU2RFN3EAE!2m1!1s0x0:0xe8425a43be3b09a9!3m1!1s2@1:CIHM0ogKEICAgIDm-u6DSw%7C%7C?hl=ru,4.5,69,2022-01-26 07:45:30+00:00,166,0,0,0,0,0,0,0,0,0,0
Микс Afterparty,ChdDSUhNMG9nS0VJQ0FnSURtbXJXRTZ3RRAB,5,"Лучший клуб в Москве, где играют техно 🔥 Постоянно приглашают разных диджеев, атмосфера супер, над кухней тоже постарались, обслуживание на уровне, спасибо что Вы есть❤️",https://www.google.com/maps/reviews/data=!4m8!14m7!1m6!2m5!1sChdDSUhNMG9nS0VJQ0FnSURtbXJXRTZ3RRAB!2m1!1s0x0:0xe8425a43be3b09a9!3m1!1s2@1:CIHM0ogKEICAgIDmmrWE6wE%7C%7C?hl=ru,4.5,69,2022-01-25 15:07:30+00:00,169,0,0,0,0,0,0,0,0,0,0
PAPA MOSCOW,Ci9DQUlRQUNvZENodHljRjlvT25ac2FqaFBUa3hITjNORlYybHlhVzVLZW5WWlozYxAB,5,"КЛАСНАЯ атмосвеха ночного клуба в центре Москвы музыка и диджеи каждая пятница и суббота с новой концепцией просторное пространство и больной танцпол Дружелюбные бармены, хостес и охрана",https://www.google.com/maps/reviews/data=!4m8!14m7!1m6!2m5!1sCi9DQUlRQUNvZENodHljRjlvT25ac2FqaFBUa3hITjNORlYybHlhVzVLZW5WWlozYxAB!2m1!1s0x0:0x35d81d86c6a429db!3m1!1s2@1:CAIQACodChtycF9oOnZsajhPTkxHN3NFV2lyaW5KenVZZ3c%7C%7C?hl=ru,4.5,399,2026-08-21 03:40:50+00:00,186,0,0,0,0,0,0,0,0,0,0
